id;folder_name;hazard;magnitude;place;year;source;link;collector
1;EQ_BLDG_BING2003_DHUB_PD_1012_3162;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
2;EQ_BLDG_BING2003_DHUB_PD_1012_3163;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
3;EQ_BLDG_BING2003_DHUB_PD_1012_3170;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
4;EQ_BLDG_BING2003_DHUB_PD_1012_3171;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
5;EQ_BLDG_BING2003_DHUB_PD_1012_3172;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
6;EQ_BLDG_BING2003_DHUB_PD_1012_3174;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
7;EQ_BLDG_BING2003_DHUB_PD_1012_3175;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
8;EQ_BLDG_BING2003_DHUB_PD_1012_3182;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
9;EQ_BLDG_BING2003_DHUB_PD_1012_3184;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
10;EQ_BLDG_BING2003_DHUB_PD_1012_3187;Earthquake;6.4 Mw;Bingol,Turkey;2003;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;D.S. Akkar, U. Akyuz, V. Aydogan, S. Bakir, S. Bayili, K.O. Cetin, I. Erdem, P. Gulkan, G. Ozcebe, R. Ulusay, A. Turer, S.T. Wasti, A. Yakut, B. Yalim, L. Akin, A. Bobet, T. Gur, A. Irfanoglu, A. Johnson, A. Matamoros, A. Cihan Pay, J.A. Ramirez, M.A. Sozen
11;EQ_BLDG_DUCZ1999_DHUB_PD_1012_3275;Earthquake;7.2 Mw;Ducze,Turkey;1999;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;C. Donmez, S. Pujol, S. Bayili, Z. Cagnan, U. Ersoy, P. Gulkan, G. Ozcebe, A.C. Pay, A. Pekoz, H. Sucuoglu, C. Yilmaz, T. Yilmaz, A. Bobbet, J. Durdella, K. A. Engvall, Y. Firat, R. J. Frosch, T. Gur, A. Johnson, K. Johnson, E. Oware, J.A. Ramirez, K. Ridgway, S. Sayili, J. P. Smith, J. Sozen, M.A. Sozen, N. Tiryaki, K. Tureyen, H. Sezen, S. McCabe, A. Schultz, K. Farrow, C. Kurama, S. Wood
12;EQ_BLDG_DUCZ1999_DHUB_PD_1012_3279;Earthquake;7.2 Mw;Ducze,Turkey;1999;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;C. Donmez, S. Pujol, S. Bayili, Z. Cagnan, U. Ersoy, P. Gulkan, G. Ozcebe, A.C. Pay, A. Pekoz, H. Sucuoglu, C. Yilmaz, T. Yilmaz, A. Bobbet, J. Durdella, K. A. Engvall, Y. Firat, R. J. Frosch, T. Gur, A. Johnson, K. Johnson, E. Oware, J.A. Ramirez, K. Ridgway, S. Sayili, J. P. Smith, J. Sozen, M.A. Sozen, N. Tiryaki, K. Tureyen, H. Sezen, S. McCabe, A. Schultz, K. Farrow, C. Kurama, S. Wood
13;EQ_BLDG_DUCZ1999_DHUB_PD_1012_3330;Earthquake;7.2 Mw;Ducze,Turkey;1999;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;C. Donmez, S. Pujol, S. Bayili, Z. Cagnan, U. Ersoy, P. Gulkan, G. Ozcebe, A.C. Pay, A. Pekoz, H. Sucuoglu, C. Yilmaz, T. Yilmaz, A. Bobbet, J. Durdella, K. A. Engvall, Y. Firat, R. J. Frosch, T. Gur, A. Johnson, K. Johnson, E. Oware, J.A. Ramirez, K. Ridgway, S. Sayili, J. P. Smith, J. Sozen, M.A. Sozen, N. Tiryaki, K. Tureyen, H. Sezen, S. McCabe, A. Schultz, K. Farrow, C. Kurama, S. Wood
14;EQ_BLDG_DUCZ1999_DHUB_PD_1012_3352;Earthquake;7.2 Mw;Ducze,Turkey;1999;Data centerhub;https://datacenterhub.org/dv_dibbs/view/1012:dibbs/experiments_dv/;C. Donmez, S. Pujol, S. Bayili, Z. Cagnan, U. Ersoy, P. Gulkan, G. Ozcebe, A.C. Pay, A. Pekoz, H. Sucuoglu, C. Yilmaz, T. Yilmaz, A. Bobbet, J. Durdella, K. A. Engvall, Y. Firat, R. J. Frosch, T. Gur, A. Johnson, K. Johnson, E. Oware, J.A. Ramirez, K. Ridgway, S. Sayili, J. P. Smith, J. Sozen, M.A. Sozen, N. Tiryaki, K. Tureyen, H. Sezen, S. McCabe, A. Schultz, K. Farrow, C. Kurama, S. Wood
15;EQ_BLDG_ECUA2016_DHUB_PD_1523_124137;Earthquake;7.8 Mw;Pedernales,Ecuador;2016;Data centerhub;https://datacenterhub.org/resources/14160#2016%20Ecuador%20Earthquake;ACI Committee 133, Chungwook Sim, David Israeil Lindao Caizaguano, Alixon Yael Ocampo Velez, American Concrete Institute, University of Nebraska-Lincoln, ESPOL (Ecuador)
16;EQ_BLDG_ECUA2016_DHUB_PD_1523_124145;Earthquake;7.8 Mw;Pedernales,Ecuador;2016;Data centerhub;https://datacenterhub.org/resources/14160#2016%20Ecuador%20Earthquake;ACI Committee 133, Chungwook Sim, David Israeil Lindao Caizaguano, Alixon Yael Ocampo Velez, American Concrete Institute, University of Nebraska-Lincoln, ESPOL (Ecuador)
17;EQ_BLDG_ECUA2016_DHUB_PD_1523_124167;Earthquake;7.8 Mw;Pedernales,Ecuador;2016;Data centerhub;https://datacenterhub.org/resources/14160#2016%20Ecuador%20Earthquake;ACI Committee 133, Chungwook Sim, David Israeil Lindao Caizaguano, Alixon Yael Ocampo Velez, American Concrete Institute, University of Nebraska-Lincoln, ESPOL (Ecuador)
18;EQ_BLDG_ECUA2016_DHUB_PD_1523_124190;Earthquake;7.8 Mw;Pedernales,Ecuador;2016;Data centerhub;https://datacenterhub.org/resources/14160#2016%20Ecuador%20Earthquake;ACI Committee 133, Enrique Villalobos, Reinaldo Andrei Salazar Constante, Marianela Lilibeth Delgado Ponce, American Concrete Institute, Walter P. Moore, ESPOL (Ecuador)
19;EQ_BLDG_ECUA2016_DHUB_PD_1523_124192;Earthquake;7.8 Mw;Pedernales,Ecuador;2016;Data centerhub;https://datacenterhub.org/resources/14160#2016%20Ecuador%20Earthquake;ACI Committee 133, Enrique Villalobos, Reinaldo Andrei Salazar Constante, Marianela Lilibeth Delgado Ponce, American Concrete Institute, Walter P. Moore, ESPOL (Ecuador)
20;EQ_BLDG_ECUA2016_DHUB_PD_1523_124195;Earthquake;7.8 Mw;Pedernales,Ecuador;2016;Data centerhub;https://datacenterhub.org/resources/14160#2016%20Ecuador%20Earthquake;ACI Committee 133, Enrique Villalobos, Reinaldo Andrei Salazar Constante, Marianela Lilibeth Delgado Ponce, American Concrete Institute, Walter P. Moore, ESPOL (Ecuador)
